loss,acc,val_loss,val_acc
1.1081539356869772,0.5691567546415427,1.1213472759259087,0.5423123286755781
0.9989531007224303,0.6266275413458138,1.056450909570117,0.6508906855192055
0.9722043111794634,0.6416939593726612,1.008863681815819,0.6402244947158735
0.939043673874145,0.6636705500096493,0.9816157922011008,0.6693576214043742
0.9044368335628216,0.6779584034686419,1.019249236167028,0.6393184953409323
0.9050194959141123,0.6847407475330474,0.9474289092781938,0.6943085836486015
0.8926701019036015,0.6924467581339704,0.9626092198336637,0.6738107149656539
0.869671238862448,0.7038317362746567,0.9797827243421776,0.7222291309943089
0.8472665040803048,0.7106097972942811,0.9343436886958685,0.6789246584279193
0.8327895870677468,0.7199750614462276,0.9658945170019755,0.7337900084636654
0.8139149466878969,0.7374832181771391,0.9211610025936171,0.7207790616518411
0.8261521792210648,0.7288159594877229,0.9501847214083827,0.6768434379704599
0.8098997206944641,0.7346807844363886,0.9201531659747377,0.710895998892711
0.7860862415079868,0.7487856255024131,0.9442922690634078,0.7174119357641617
0.782800569062701,0.742626613661977,0.9126136693527249,0.7201809218096927
0.7604440865035164,0.7611460535606466,1.0008361430568549,0.7361736464576931
0.7653525082465075,0.7571184910982235,0.9277735462912885,0.7251998874664684
0.7476791797096796,0.7709184246990699,0.9661089892893155,0.6851614589067963
0.7397530021334774,0.7739325332694512,0.9752966726865573,0.691491838094794
0.7312741094090875,0.7787554396154724,0.9200450627858402,0.7185297937007123
0.7152447082342769,0.7780737893716786,0.9314473587952258,0.736485738371062
0.730102662167205,0.776665355484571,0.9298299799582335,0.7240349959402226
0.7039300634133955,0.7910985227878052,0.8845695398475522,0.7379616083445174
0.6918747292651187,0.795154570153745,0.9097614432013432,0.722019310474934
0.6801147994401865,0.7955142786758647,0.9603408050374268,0.7292928021916374
0.6776256328592087,0.7965157235550385,0.9106029825020909,0.7339072755897524
0.6640630944340012,0.8041868103701931,0.917924308642751,0.7477885744171316
0.6552081103623113,0.8092524426118152,0.9544987285553859,0.7237466267360106
0.6625508256620778,0.8073277830176973,1.1329060176521384,0.7016181481607602
0.6700849078961831,0.8004597287597852,0.9344842326645872,0.7219570219287997
0.6390292077190955,0.8099711711092822,1.0455963516053353,0.6944856338654362
0.6252807606586861,0.8192535522262361,0.9048490106652376,0.7474113823146005
0.6204391678397844,0.8251120983941146,0.9319258317644695,0.7433469801970956
0.5961354925033158,0.8312544958992064,0.9567976189742082,0.7126823858639317
0.6072489246636233,0.8359262870843156,1.3921940421521688,0.6968038418009231
0.6504885057967494,0.813685682548915,1.1783386671001914,0.6798785841080485
0.6262778300780504,0.8269612946563525,1.0331874818100706,0.7271266957429218
0.5945366721156772,0.826346058521474,0.9651793285084805,0.7129884866706295
0.5902354785863441,0.8356656932408053,0.9393256875394865,0.7256945589793591
0.5727189864533739,0.8392984042190119,0.967965017317193,0.7229174906618719
0.590981384078486,0.8345454037037427,1.0361658688193107,0.7238552837570997
0.5820601746006888,0.8370265752164316,1.0560622291423174,0.7075352597083712
0.565906975815953,0.8373095659347218,1.6429389943651236,0.632073029405753
